Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-lh65,branch-z4p6,Randomise questionnaire elements?,Question Key,Response
4,1664272594753,27/09/2022 09:56:34,1664272657163,2,27/09/2022 11:57:37,95307,26,questionnaire-44j4,,24266078,5cd7e678df739100011b1839,7157999,,complete,,6332c3f2ce2c81afe186bc20,computer,Desktop or Laptop,Windows 8,Chrome 105.0.0.0,1366x768,1349x657,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272594753,27/09/2022 09:56:34,1664272657167,2,27/09/2022 11:57:37,95307,26,questionnaire-44j4,,24266078,5cd7e678df739100011b1839,7157999,,complete,,6332c3f2ce2c81afe186bc20,computer,Desktop or Laptop,Windows 8,Chrome 105.0.0.0,1366x768,1349x657,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272594753,27/09/2022 09:56:34,1664272657168,2,27/09/2022 11:57:37,95307,26,questionnaire-44j4,,24266078,5cd7e678df739100011b1839,7157999,,complete,,6332c3f2ce2c81afe186bc20,computer,Desktop or Laptop,Windows 8,Chrome 105.0.0.0,1366x768,1349x657,,final questionnaire,1,continue,continue,No,response-3,yes
7,1664272594753,27/09/2022 09:56:34,1664272657169,2,27/09/2022 11:57:37,95307,26,questionnaire-44j4,,24266078,5cd7e678df739100011b1839,7157999,,complete,,6332c3f2ce2c81afe186bc20,computer,Desktop or Laptop,Windows 8,Chrome 105.0.0.0,1366x768,1349x657,,final questionnaire,1,continue,continue,No,response-3-quantised,1
8,1664272594753,27/09/2022 09:56:34,1664272657170,2,27/09/2022 11:57:37,95307,26,questionnaire-44j4,,24266078,5cd7e678df739100011b1839,7157999,,complete,,6332c3f2ce2c81afe186bc20,computer,Desktop or Laptop,Windows 8,Chrome 105.0.0.0,1366x768,1349x657,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,35324
1,1664272482865,27/09/2022 09:54:42,1664272482402,2,27/09/2022 11:54:42,95307,26,questionnaire-44j4,,24266063,5e39cf6d0331aa07667a58ae,7157951,,complete,,6332c3e75861d31c72985ea7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x789,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272516531,27/09/2022 09:55:16,1664272516122,2,27/09/2022 11:55:16,95307,26,questionnaire-44j4,,24266063,5e39cf6d0331aa07667a58ae,7157951,,complete,,6332c3e75861d31c72985ea7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x789,,final questionnaire,1,continue,continue,No,response-1,shoe
3,1664272517309,27/09/2022 09:55:17,1664272516123,2,27/09/2022 11:55:16,95307,26,questionnaire-44j4,,24266063,5e39cf6d0331aa07667a58ae,7157951,,complete,,6332c3e75861d31c72985ea7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x789,,final questionnaire,1,continue,continue,No,response-1-quantised,2
4,1664272517309,27/09/2022 09:55:17,1664272516123,2,27/09/2022 11:55:16,95307,26,questionnaire-44j4,,24266063,5e39cf6d0331aa07667a58ae,7157951,,complete,,6332c3e75861d31c72985ea7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x789,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272517309,27/09/2022 09:55:17,1664272516123,2,27/09/2022 11:55:16,95307,26,questionnaire-44j4,,24266063,5e39cf6d0331aa07667a58ae,7157951,,complete,,6332c3e75861d31c72985ea7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x789,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272517309,27/09/2022 09:55:17,1664272516123,2,27/09/2022 11:55:16,95307,26,questionnaire-44j4,,24266063,5e39cf6d0331aa07667a58ae,7157951,,complete,,6332c3e75861d31c72985ea7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x789,,final questionnaire,1,continue,continue,No,response-3,yes
7,1664272517309,27/09/2022 09:55:17,1664272516124,2,27/09/2022 11:55:16,95307,26,questionnaire-44j4,,24266063,5e39cf6d0331aa07667a58ae,7157951,,complete,,6332c3e75861d31c72985ea7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x789,,final questionnaire,1,continue,continue,No,response-3-quantised,1
8,1664272517309,27/09/2022 09:55:17,1664272516124,2,27/09/2022 11:55:16,95307,26,questionnaire-44j4,,24266063,5e39cf6d0331aa07667a58ae,7157951,,complete,,6332c3e75861d31c72985ea7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x789,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,33722
1,1664272446694,27/09/2022 09:54:06,1664272446514,2,27/09/2022 11:54:06,95307,26,questionnaire-44j4,,24266056,61729efb933d4aea1a764444,7157994,,complete,,6332c41768a7fd6aa6a373a0,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x600,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272470686,27/09/2022 09:54:30,1664272470550,2,27/09/2022 11:54:30,95307,26,questionnaire-44j4,,24266056,61729efb933d4aea1a764444,7157994,,complete,,6332c41768a7fd6aa6a373a0,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x600,,final questionnaire,1,continue,continue,No,response-1,shoe
3,1664272470937,27/09/2022 09:54:30,1664272470552,2,27/09/2022 11:54:30,95307,26,questionnaire-44j4,,24266056,61729efb933d4aea1a764444,7157994,,complete,,6332c41768a7fd6aa6a373a0,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x600,,final questionnaire,1,continue,continue,No,response-1-quantised,2
4,1664272470937,27/09/2022 09:54:30,1664272470552,2,27/09/2022 11:54:30,95307,26,questionnaire-44j4,,24266056,61729efb933d4aea1a764444,7157994,,complete,,6332c41768a7fd6aa6a373a0,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x600,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272470937,27/09/2022 09:54:30,1664272470552,2,27/09/2022 11:54:30,95307,26,questionnaire-44j4,,24266056,61729efb933d4aea1a764444,7157994,,complete,,6332c41768a7fd6aa6a373a0,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x600,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272470937,27/09/2022 09:54:30,1664272470552,2,27/09/2022 11:54:30,95307,26,questionnaire-44j4,,24266056,61729efb933d4aea1a764444,7157994,,complete,,6332c41768a7fd6aa6a373a0,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x600,,final questionnaire,1,continue,continue,No,response-3,yes
7,1664272470937,27/09/2022 09:54:30,1664272470553,2,27/09/2022 11:54:30,95307,26,questionnaire-44j4,,24266056,61729efb933d4aea1a764444,7157994,,complete,,6332c41768a7fd6aa6a373a0,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x600,,final questionnaire,1,continue,continue,No,response-3-quantised,1
8,1664272470937,27/09/2022 09:54:30,1664272470553,2,27/09/2022 11:54:30,95307,26,questionnaire-44j4,,24266056,61729efb933d4aea1a764444,7157994,,complete,,6332c41768a7fd6aa6a373a0,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x600,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,24039
1,1664272418227,27/09/2022 09:53:38,1664272422204,2,27/09/2022 11:53:42,95307,26,questionnaire-44j4,,24266052,611e20464a435b1b494f042d,7157978,,complete,,6332c3f4ae2a2e60fbcb868c,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x714,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272447408,27/09/2022 09:54:07,1664272451419,2,27/09/2022 11:54:11,95307,26,questionnaire-44j4,,24266052,611e20464a435b1b494f042d,7157978,,complete,,6332c3f4ae2a2e60fbcb868c,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x714,,final questionnaire,1,continue,continue,No,response-1,flashlight
3,1664272447679,27/09/2022 09:54:07,1664272451421,2,27/09/2022 11:54:11,95307,26,questionnaire-44j4,,24266052,611e20464a435b1b494f042d,7157978,,complete,,6332c3f4ae2a2e60fbcb868c,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x714,,final questionnaire,1,continue,continue,No,response-1-quantised,1
4,1664272447679,27/09/2022 09:54:07,1664272451422,2,27/09/2022 11:54:11,95307,26,questionnaire-44j4,,24266052,611e20464a435b1b494f042d,7157978,,complete,,6332c3f4ae2a2e60fbcb868c,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x714,,final questionnaire,1,continue,continue,No,response-2,Violin
5,1664272447679,27/09/2022 09:54:07,1664272451422,2,27/09/2022 11:54:11,95307,26,questionnaire-44j4,,24266052,611e20464a435b1b494f042d,7157978,,complete,,6332c3f4ae2a2e60fbcb868c,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x714,,final questionnaire,1,continue,continue,No,response-2-quantised,2
6,1664272447679,27/09/2022 09:54:07,1664272451422,2,27/09/2022 11:54:11,95307,26,questionnaire-44j4,,24266052,611e20464a435b1b494f042d,7157978,,complete,,6332c3f4ae2a2e60fbcb868c,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x714,,final questionnaire,1,continue,continue,No,response-3,yes
7,1664272447679,27/09/2022 09:54:07,1664272451422,2,27/09/2022 11:54:11,95307,26,questionnaire-44j4,,24266052,611e20464a435b1b494f042d,7157978,,complete,,6332c3f4ae2a2e60fbcb868c,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x714,,final questionnaire,1,continue,continue,No,response-3-quantised,1
8,1664272447679,27/09/2022 09:54:07,1664272451422,2,27/09/2022 11:54:11,95307,26,questionnaire-44j4,,24266052,611e20464a435b1b494f042d,7157978,,complete,,6332c3f4ae2a2e60fbcb868c,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x714,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,29219
1,1664272394044,27/09/2022 09:53:14,1664272392852,2,27/09/2022 11:53:12,95307,26,questionnaire-44j4,,24266048,5ed6b5c97e0b3312798ec313,7157925,,complete,,6332c3f23ec4136916b35ef8,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1360x768,678x615,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272414615,27/09/2022 09:53:34,1664272413449,2,27/09/2022 11:53:33,95307,26,questionnaire-44j4,,24266048,5ed6b5c97e0b3312798ec313,7157925,,complete,,6332c3f23ec4136916b35ef8,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1360x768,678x615,,final questionnaire,1,continue,continue,No,response-1,shoe
3,1664272414713,27/09/2022 09:53:34,1664272413450,2,27/09/2022 11:53:33,95307,26,questionnaire-44j4,,24266048,5ed6b5c97e0b3312798ec313,7157925,,complete,,6332c3f23ec4136916b35ef8,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1360x768,678x615,,final questionnaire,1,continue,continue,No,response-1-quantised,2
4,1664272414713,27/09/2022 09:53:34,1664272413450,2,27/09/2022 11:53:33,95307,26,questionnaire-44j4,,24266048,5ed6b5c97e0b3312798ec313,7157925,,complete,,6332c3f23ec4136916b35ef8,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1360x768,678x615,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272414713,27/09/2022 09:53:34,1664272413450,2,27/09/2022 11:53:33,95307,26,questionnaire-44j4,,24266048,5ed6b5c97e0b3312798ec313,7157925,,complete,,6332c3f23ec4136916b35ef8,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1360x768,678x615,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272414713,27/09/2022 09:53:34,1664272413450,2,27/09/2022 11:53:33,95307,26,questionnaire-44j4,,24266048,5ed6b5c97e0b3312798ec313,7157925,,complete,,6332c3f23ec4136916b35ef8,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1360x768,678x615,,final questionnaire,1,continue,continue,No,response-3,no
7,1664272414713,27/09/2022 09:53:34,1664272413450,2,27/09/2022 11:53:33,95307,26,questionnaire-44j4,,24266048,5ed6b5c97e0b3312798ec313,7157925,,complete,,6332c3f23ec4136916b35ef8,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1360x768,678x615,,final questionnaire,1,continue,continue,No,response-3-quantised,2
8,1664272414713,27/09/2022 09:53:34,1664272413451,2,27/09/2022 11:53:33,95307,26,questionnaire-44j4,,24266048,5ed6b5c97e0b3312798ec313,7157925,,complete,,6332c3f23ec4136916b35ef8,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1360x768,678x615,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,20599
1,1664272384043,27/09/2022 09:53:04,1664272384078,3,27/09/2022 12:53:04,95307,26,questionnaire-44j4,,24266043,5ecd39136524360702550183,7157960,,complete,,6332c3e2430ad5c4d5d99651,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x657,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272412269,27/09/2022 09:53:32,1664272412124,3,27/09/2022 12:53:32,95307,26,questionnaire-44j4,,24266043,5ecd39136524360702550183,7157960,,complete,,6332c3e2430ad5c4d5d99651,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x657,,final questionnaire,1,continue,continue,No,response-1,shoe
3,1664272412453,27/09/2022 09:53:32,1664272412134,3,27/09/2022 12:53:32,95307,26,questionnaire-44j4,,24266043,5ecd39136524360702550183,7157960,,complete,,6332c3e2430ad5c4d5d99651,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x657,,final questionnaire,1,continue,continue,No,response-1-quantised,2
4,1664272412453,27/09/2022 09:53:32,1664272412138,3,27/09/2022 12:53:32,95307,26,questionnaire-44j4,,24266043,5ecd39136524360702550183,7157960,,complete,,6332c3e2430ad5c4d5d99651,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x657,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272412453,27/09/2022 09:53:32,1664272412139,3,27/09/2022 12:53:32,95307,26,questionnaire-44j4,,24266043,5ecd39136524360702550183,7157960,,complete,,6332c3e2430ad5c4d5d99651,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x657,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272412453,27/09/2022 09:53:32,1664272412139,3,27/09/2022 12:53:32,95307,26,questionnaire-44j4,,24266043,5ecd39136524360702550183,7157960,,complete,,6332c3e2430ad5c4d5d99651,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x657,,final questionnaire,1,continue,continue,No,response-3,yes
7,1664272412453,27/09/2022 09:53:32,1664272412140,3,27/09/2022 12:53:32,95307,26,questionnaire-44j4,,24266043,5ecd39136524360702550183,7157960,,complete,,6332c3e2430ad5c4d5d99651,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x657,,final questionnaire,1,continue,continue,No,response-3-quantised,1
8,1664272412453,27/09/2022 09:53:32,1664272412140,3,27/09/2022 12:53:32,95307,26,questionnaire-44j4,,24266043,5ecd39136524360702550183,7157960,,complete,,6332c3e2430ad5c4d5d99651,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x657,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,28062
1,1664272285811,27/09/2022 09:51:25,1664272286440,2,27/09/2022 11:51:26,95307,26,questionnaire-44j4,,24266022,61390b0f0c521df31c9e5fe4,7157974,,complete,,6332c3ee5730e99073a3caba,computer,Desktop or Laptop,Linux x86_64,Chrome 105.0.0.0,892x412,980x400,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272307474,27/09/2022 09:51:47,1664272308149,2,27/09/2022 11:51:48,95307,26,questionnaire-44j4,,24266022,61390b0f0c521df31c9e5fe4,7157974,,complete,,6332c3ee5730e99073a3caba,computer,Desktop or Laptop,Linux x86_64,Chrome 105.0.0.0,892x412,980x400,,final questionnaire,1,continue,continue,No,response-1,shoe
3,1664272307760,27/09/2022 09:51:47,1664272308153,2,27/09/2022 11:51:48,95307,26,questionnaire-44j4,,24266022,61390b0f0c521df31c9e5fe4,7157974,,complete,,6332c3ee5730e99073a3caba,computer,Desktop or Laptop,Linux x86_64,Chrome 105.0.0.0,892x412,980x400,,final questionnaire,1,continue,continue,No,response-1-quantised,2
4,1664272307760,27/09/2022 09:51:47,1664272308154,2,27/09/2022 11:51:48,95307,26,questionnaire-44j4,,24266022,61390b0f0c521df31c9e5fe4,7157974,,complete,,6332c3ee5730e99073a3caba,computer,Desktop or Laptop,Linux x86_64,Chrome 105.0.0.0,892x412,980x400,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272307760,27/09/2022 09:51:47,1664272308154,2,27/09/2022 11:51:48,95307,26,questionnaire-44j4,,24266022,61390b0f0c521df31c9e5fe4,7157974,,complete,,6332c3ee5730e99073a3caba,computer,Desktop or Laptop,Linux x86_64,Chrome 105.0.0.0,892x412,980x400,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272307760,27/09/2022 09:51:47,1664272308155,2,27/09/2022 11:51:48,95307,26,questionnaire-44j4,,24266022,61390b0f0c521df31c9e5fe4,7157974,,complete,,6332c3ee5730e99073a3caba,computer,Desktop or Laptop,Linux x86_64,Chrome 105.0.0.0,892x412,980x400,,final questionnaire,1,continue,continue,No,response-3,yes
7,1664272307760,27/09/2022 09:51:47,1664272308156,2,27/09/2022 11:51:48,95307,26,questionnaire-44j4,,24266022,61390b0f0c521df31c9e5fe4,7157974,,complete,,6332c3ee5730e99073a3caba,computer,Desktop or Laptop,Linux x86_64,Chrome 105.0.0.0,892x412,980x400,,final questionnaire,1,continue,continue,No,response-3-quantised,1
8,1664272307760,27/09/2022 09:51:47,1664272308157,2,27/09/2022 11:51:48,95307,26,questionnaire-44j4,,24266022,61390b0f0c521df31c9e5fe4,7157974,,complete,,6332c3ee5730e99073a3caba,computer,Desktop or Laptop,Linux x86_64,Chrome 105.0.0.0,892x412,980x400,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,21717
1,1664272256786,27/09/2022 09:50:56,1664272256592,1,27/09/2022 10:50:56,95307,26,questionnaire-44j4,,24266015,60a2986ee4ac1306aa095cfb,7158002,,complete,,6332c3e7dc31eea5b8a37355,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x821,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272268886,27/09/2022 09:51:08,1664272268722,1,27/09/2022 10:51:08,95307,26,questionnaire-44j4,,24266015,60a2986ee4ac1306aa095cfb,7158002,,complete,,6332c3e7dc31eea5b8a37355,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x821,,final questionnaire,1,continue,continue,No,response-1,shoe
3,1664272269049,27/09/2022 09:51:09,1664272268723,1,27/09/2022 10:51:08,95307,26,questionnaire-44j4,,24266015,60a2986ee4ac1306aa095cfb,7158002,,complete,,6332c3e7dc31eea5b8a37355,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x821,,final questionnaire,1,continue,continue,No,response-1-quantised,2
4,1664272269049,27/09/2022 09:51:09,1664272268723,1,27/09/2022 10:51:08,95307,26,questionnaire-44j4,,24266015,60a2986ee4ac1306aa095cfb,7158002,,complete,,6332c3e7dc31eea5b8a37355,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x821,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272269049,27/09/2022 09:51:09,1664272268724,1,27/09/2022 10:51:08,95307,26,questionnaire-44j4,,24266015,60a2986ee4ac1306aa095cfb,7158002,,complete,,6332c3e7dc31eea5b8a37355,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x821,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272269049,27/09/2022 09:51:09,1664272268724,1,27/09/2022 10:51:08,95307,26,questionnaire-44j4,,24266015,60a2986ee4ac1306aa095cfb,7158002,,complete,,6332c3e7dc31eea5b8a37355,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x821,,final questionnaire,1,continue,continue,No,response-3,yes
7,1664272269049,27/09/2022 09:51:09,1664272268724,1,27/09/2022 10:51:08,95307,26,questionnaire-44j4,,24266015,60a2986ee4ac1306aa095cfb,7158002,,complete,,6332c3e7dc31eea5b8a37355,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x821,,final questionnaire,1,continue,continue,No,response-3-quantised,1
8,1664272269049,27/09/2022 09:51:09,1664272268724,1,27/09/2022 10:51:08,95307,26,questionnaire-44j4,,24266015,60a2986ee4ac1306aa095cfb,7158002,,complete,,6332c3e7dc31eea5b8a37355,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x821,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,12133
1,1664272254507,27/09/2022 09:50:54,1664272245811,2,27/09/2022 11:50:45,95307,26,questionnaire-44j4,,24266012,61534f4f798d79e4758e04bf,7157964,,complete,,6332c3efb08a320d5eea9f24,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x625,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272282274,27/09/2022 09:51:22,1664272273238,2,27/09/2022 11:51:13,95307,26,questionnaire-44j4,,24266012,61534f4f798d79e4758e04bf,7157964,,complete,,6332c3efb08a320d5eea9f24,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x625,,final questionnaire,1,continue,continue,No,response-1,shoe
3,1664272282539,27/09/2022 09:51:22,1664272273254,2,27/09/2022 11:51:13,95307,26,questionnaire-44j4,,24266012,61534f4f798d79e4758e04bf,7157964,,complete,,6332c3efb08a320d5eea9f24,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x625,,final questionnaire,1,continue,continue,No,response-1-quantised,2
4,1664272282539,27/09/2022 09:51:22,1664272273257,2,27/09/2022 11:51:13,95307,26,questionnaire-44j4,,24266012,61534f4f798d79e4758e04bf,7157964,,complete,,6332c3efb08a320d5eea9f24,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x625,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272282539,27/09/2022 09:51:22,1664272273258,2,27/09/2022 11:51:13,95307,26,questionnaire-44j4,,24266012,61534f4f798d79e4758e04bf,7157964,,complete,,6332c3efb08a320d5eea9f24,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x625,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272282539,27/09/2022 09:51:22,1664272273259,2,27/09/2022 11:51:13,95307,26,questionnaire-44j4,,24266012,61534f4f798d79e4758e04bf,7157964,,complete,,6332c3efb08a320d5eea9f24,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x625,,final questionnaire,1,continue,continue,No,response-3,yes
7,1664272282539,27/09/2022 09:51:22,1664272273262,2,27/09/2022 11:51:13,95307,26,questionnaire-44j4,,24266012,61534f4f798d79e4758e04bf,7157964,,complete,,6332c3efb08a320d5eea9f24,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x625,,final questionnaire,1,continue,continue,No,response-3-quantised,1
8,1664272282539,27/09/2022 09:51:22,1664272273264,2,27/09/2022 11:51:13,95307,26,questionnaire-44j4,,24266012,61534f4f798d79e4758e04bf,7157964,,complete,,6332c3efb08a320d5eea9f24,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x625,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,27453
1,1664272239616,27/09/2022 09:50:39,1664272238111,2,27/09/2022 11:50:38,95307,26,questionnaire-44j4,,24266010,5e830f59e432f201ddcbc319,7157938,,complete,,6332c3ea58fd19e86a206f8b,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x754,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272258796,27/09/2022 09:50:58,1664272257342,2,27/09/2022 11:50:57,95307,26,questionnaire-44j4,,24266010,5e830f59e432f201ddcbc319,7157938,,complete,,6332c3ea58fd19e86a206f8b,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x754,,final questionnaire,1,continue,continue,No,response-1,shoe
3,1664272258879,27/09/2022 09:50:58,1664272257343,2,27/09/2022 11:50:57,95307,26,questionnaire-44j4,,24266010,5e830f59e432f201ddcbc319,7157938,,complete,,6332c3ea58fd19e86a206f8b,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x754,,final questionnaire,1,continue,continue,No,response-1-quantised,2
4,1664272258879,27/09/2022 09:50:58,1664272257343,2,27/09/2022 11:50:57,95307,26,questionnaire-44j4,,24266010,5e830f59e432f201ddcbc319,7157938,,complete,,6332c3ea58fd19e86a206f8b,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x754,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272258879,27/09/2022 09:50:58,1664272257344,2,27/09/2022 11:50:57,95307,26,questionnaire-44j4,,24266010,5e830f59e432f201ddcbc319,7157938,,complete,,6332c3ea58fd19e86a206f8b,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x754,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272258879,27/09/2022 09:50:58,1664272257344,2,27/09/2022 11:50:57,95307,26,questionnaire-44j4,,24266010,5e830f59e432f201ddcbc319,7157938,,complete,,6332c3ea58fd19e86a206f8b,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x754,,final questionnaire,1,continue,continue,No,response-3,no
7,1664272258879,27/09/2022 09:50:58,1664272257344,2,27/09/2022 11:50:57,95307,26,questionnaire-44j4,,24266010,5e830f59e432f201ddcbc319,7157938,,complete,,6332c3ea58fd19e86a206f8b,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x754,,final questionnaire,1,continue,continue,No,response-3-quantised,2
8,1664272258879,27/09/2022 09:50:58,1664272257345,2,27/09/2022 11:50:57,95307,26,questionnaire-44j4,,24266010,5e830f59e432f201ddcbc319,7157938,,complete,,6332c3ea58fd19e86a206f8b,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x754,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,19234
1,1664272196888,27/09/2022 09:49:56,1664272196797,1,27/09/2022 10:49:56,95307,26,questionnaire-44j4,,24266000,60746eecdd6ad283ef03a542,7157989,,complete,,6332c4999535461ef8d53d78,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1600x900,1600x757,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
